Initialization,Ops,E,gnorm,E0,Exact
40,3,-2.2790653671601193,6.992575119750204e-12,-1.967676980062302,-2.8009588996544403
41,3,-2.2790653671601184,4.5158599401962893e-10,-1.7437414786906165,-2.8009588996544403
42,3,-2.279065367160119,1.2813691178741488e-09,-2.277250835063888,-2.8009588996544403
43,3,-2.2790653671601193,2.086678354518632e-12,-1.9319333717781766,-2.8009588996544403
44,3,-2.2790653671601193,6.465460399038877e-13,-2.2507098693008296,-2.8009588996544403
45,3,-2.2790653671601198,4.914216228778623e-10,-1.6831944720843186,-2.8009588996544403
46,3,-2.279065367160119,2.597386660434898e-10,-2.2445316541293407,-2.8009588996544403
47,3,-2.2790653671601198,2.0072243029301844e-10,-2.101367212375759,-2.8009588996544403
48,3,-2.2790653671601184,1.2674726054819787e-11,-2.0595709760512957,-2.8009588996544403
49,3,-2.2790653671601193,1.2947314098277875e-15,-2.069978185943955,-2.8009588996544403
50,3,-2.2790653671601193,1.4646959559954152e-08,-1.676354185958854,-2.8009588996544403
51,3,-2.2790653671601184,8.100984816855181e-14,-1.9172402820751355,-2.8009588996544403
52,3,-2.2790653671601184,8.071225019838795e-11,-1.5498839261934334,-2.8009588996544403
53,3,-2.2790653671601193,1.227370760558695e-10,-1.7452586651485407,-2.8009588996544403
54,3,-2.2790653671601193,4.807554153657077e-12,-1.8912605005439456,-2.8009588996544403
55,3,-2.2790653671601198,1.2653744550724637e-08,-1.9194470140026858,-2.8009588996544403
56,3,-2.2790653671601193,8.84388540167303e-11,-1.6986199645307674,-2.8009588996544403
57,3,-2.279065367160119,3.3714119530460715e-11,-1.7409387318442135,-2.8009588996544403
58,3,-2.279065367160119,3.7173360321944853e-11,-1.3930806151343957,-2.8009588996544403
59,3,-2.2790653671601193,3.5463471457300186e-09,-1.770256586404701,-2.8009588996544403
60,3,-2.2790653671601193,9.200701602312878e-12,-1.7232346294965528,-2.8009588996544403
61,3,-2.279065367160119,2.5671504646326433e-10,-1.949145380015127,-2.8009588996544403
62,3,-2.2790653671601193,7.496016312513538e-11,-1.8909811683198816,-2.8009588996544403
